run_id,model,prompt_id,rag_index,scope,n,tp,fp,tn,fn,invalid,recall,recall_lo,recall_hi,fpr,fpr_lo,fpr_hi,precision,precision_lo,precision_hi,f1,f1_lo,f1_hi,latency_mean,latency_median,tokens_in_mean,tokens_out_mean
main,qwen2.5-coder:7b,p3,storico_base,shai_hulud_w2,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,18.6856,19.287,3657.0,183.0
main,qwen2.5-coder:7b,p3,storico_base,shai_hulud_w3,5,4,0,0,1,0,0.8,0.4,1.0,,,,1.0,1.0,1.0,0.8888888888888888,0.5714285714285714,1.0,16.6924,14.907,2785.0,168.0
main,qwen2.5-coder:7b,p3,storico_base,benigno_popolare,20,0,8,12,0,0,,,,0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,17.7629,13.2005,2942.65,178.25
main,qwen2.5-coder:7b,p3,storico_base,benigno_difficile,20,0,9,11,0,0,,,,0.45,0.25,0.65,0.0,0.0,0.0,0.0,0.0,0.0,15.73715,14.5515,2630.1,181.85
main,qwen2.5-coder:7b,p3,storico_base,pulito_accoppiato,14,0,5,9,0,0,,,,0.35714285714285715,0.14285714285714285,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,13.197000000000001,10.4865,2014.5714285714287,163.78571428571428
main,qwen3:4b,p0,,all,109,50,27,27,5,0,0.9090909090909091,0.8275862068965517,0.9804015837104072,0.5,0.3620336348219333,0.6290959252971137,0.6493506493506493,0.5454545454545454,0.7605633802816901,0.7575757575757576,0.6715174129353234,0.8358473589499311,7.239669724770643,6.446,901.348623853211,196.61467889908258
main,qwen3:4b,p0,,shai_hulud,15,14,0,0,1,0,0.9333333333333333,0.8,1.0,,,,1.0,1.0,1.0,0.9655172413793104,0.8888888888888888,1.0,7.937933333333333,7.44,1071.0666666666666,201.2
main,qwen3:4b,p0,,nato_malevolo,28,27,0,0,1,0,0.9642857142857143,0.8928571428571429,1.0,,,,1.0,1.0,1.0,0.9818181818181818,0.9433962264150944,1.0,6.859142857142857,6.5015,736.2857142857143,198.5
main,qwen3:4b,p0,,compromesso,12,9,0,0,3,0,0.75,0.5,1.0,,,,1.0,1.0,1.0,0.8571428571428571,0.6666666666666666,1.0,6.390250000000001,6.084,831.3333333333334,176.08333333333334
main,qwen3:4b,p0,,shai_hulud_w1,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,6.811600000000001,5.945,673.4,177.2
main,qwen3:4b,p0,,shai_hulud_w2,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,8.151,7.255,1411.6,187.0
main,qwen3:4b,p0,,shai_hulud_w3,5,4,0,0,1,0,0.8,0.4,1.0,,,,1.0,1.0,1.0,0.8888888888888888,0.5714285714285714,1.0,8.8512,7.6,1128.2,239.4
main,qwen3:4b,p0,,benigno_popolare,20,0,9,11,0,0,,,,0.45,0.25,0.7,0.0,0.0,0.0,0.0,0.0,0.0,8.703999999999997,6.5075,1264.9,213.65
main,qwen3:4b,p0,,benigno_difficile,20,0,13,7,0,0,,,,0.65,0.45,0.85,0.0,0.0,0.0,0.0,0.0,0.0,7.337300000000001,6.663,904.9,198.7
main,qwen3:4b,p0,,pulito_accoppiato,14,0,5,9,0,0,,,,0.35714285714285715,0.14285714285714285,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,5.749285714285714,5.3425,585.2142857142857,178.21428571428572
main,qwen3:4b,p1,,all,109,44,4,50,11,0,0.8,0.6862472766884532,0.9107142857142857,0.07407407407407407,0.01818181818181818,0.15098337064278858,0.9166666666666666,0.8333333333333334,0.9803921568627451,0.8543689320388349,0.7691919191919192,0.9259259259259259,7.139550458715596,6.091,1235.348623853211,188.77981651376146
main,qwen3:4b,p1,,shai_hulud,15,14,0,0,1,0,0.9333333333333333,0.8,1.0,,,,1.0,1.0,1.0,0.9655172413793104,0.8888888888888888,1.0,7.494266666666666,6.886,1405.0666666666666,193.53333333333333
main,qwen3:4b,p1,,nato_malevolo,28,23,0,0,5,0,0.8214285714285714,0.6785714285714286,0.9642857142857143,,,,1.0,1.0,1.0,0.9019607843137255,0.8085106382978723,0.9818181818181818,6.693714285714286,6.1365,1070.2857142857142,192.57142857142858
main,qwen3:4b,p1,,compromesso,12,7,0,0,5,0,0.5833333333333334,0.3333333333333333,0.8333333333333334,,,,1.0,1.0,1.0,0.7368421052631579,0.5,0.9090909090909091,6.795416666666667,5.955,1165.3333333333333,180.58333333333334
main,qwen3:4b,p1,,shai_hulud_w1,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,5.9708,5.783,1007.4,178.0
main,qwen3:4b,p1,,shai_hulud_w2,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,8.638200000000001,7.513,1745.6,198.6
main,qwen3:4b,p1,,shai_hulud_w3,5,4,0,0,1,0,0.8,0.4,1.0,,,,1.0,1.0,1.0,0.8888888888888888,0.5714285714285714,1.0,7.8738,6.843,1462.2,204.0
main,qwen3:4b,p1,,benigno_popolare,20,0,0,20,0,0,,,,0.0,0.0,0.0,,,,,,,8.323899999999998,5.676,1598.9,182.7
main,qwen3:4b,p1,,benigno_difficile,20,0,0,20,0,0,,,,0.0,0.0,0.0,,,,,,,7.3364,6.4575,1238.9,195.5
main,qwen3:4b,p1,,pulito_accoppiato,14,0,4,10,0,0,,,,0.2857142857142857,0.07142857142857142,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.973,5.7295,919.2142857142857,182.21428571428572
main,qwen3:4b,p2,,all,109,45,10,44,10,0,0.8181818181818182,0.7090909090909091,0.9230769230769231,0.18518518518518517,0.0784313725490196,0.2923076923076923,0.8181818181818182,0.7142857142857143,0.9167008196721311,0.8181818181818182,0.7326600070721357,0.8910891089108911,12.308935779816514,8.18,2572.348623853211,315.348623853211
main,qwen3:4b,p2,,shai_hulud,15,15,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,19.561466666666664,20.242,2742.0666666666666,575.6
main,qwen3:4b,p2,,nato_malevolo,28,22,0,0,6,0,0.7857142857142857,0.6071428571428571,0.9285714285714286,,,,1.0,1.0,1.0,0.88,0.7555555555555555,0.9629629629629629,10.522321428571429,7.769,2407.285714285714,289.9642857142857
main,qwen3:4b,p2,,compromesso,12,8,0,0,4,0,0.6666666666666666,0.4166666666666667,0.9166666666666666,,,,1.0,1.0,1.0,0.8,0.5882352941176471,0.9565217391304348,8.250916666666667,7.3115000000000006,2502.3333333333335,187.5
main,qwen3:4b,p2,,shai_hulud_w1,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,21.143,20.638,2344.4,667.6
main,qwen3:4b,p2,,shai_hulud_w2,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,18.6006,20.242,3082.6,497.6
main,qwen3:4b,p2,,shai_hulud_w3,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,18.9408,20.131,2799.2,561.6
main,qwen3:4b,p2,,benigno_popolare,20,0,3,17,0,0,,,,0.15,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,14.614200000000002,7.800000000000001,2935.9,316.8
main,qwen3:4b,p2,,benigno_difficile,20,0,4,16,0,0,,,,0.2,0.05,0.4,0.0,0.0,0.0,0.0,0.0,0.0,10.991249999999999,7.7330000000000005,2575.9,257.95
main,qwen3:4b,p2,,pulito_accoppiato,14,0,3,11,0,0,,,,0.21428571428571427,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,10.179071428571431,6.5275,2256.214285714286,276.7857142857143
main,qwen3:4b,p3,storico_base,all,109,46,5,49,9,0,0.8363636363636363,0.7376833477135462,0.9298548094373865,0.09259259259259259,0.02040816326530612,0.17243037135278513,0.9019607843137255,0.8166346153846153,0.9772853535353535,0.8679245283018868,0.7906417710196779,0.932231638418079,11.283477064220182,9.917,2550.7798165137615,207.55045871559633
main,qwen3:4b,p3,storico_base,shai_hulud,15,14,0,0,1,0,0.9333333333333333,0.8,1.0,,,,1.0,1.0,1.0,0.9655172413793104,0.8888888888888888,1.0,11.8726,10.806,3030.9333333333334,199.33333333333334
main,qwen3:4b,p3,storico_base,nato_malevolo,28,25,0,0,3,0,0.8928571428571429,0.75,1.0,,,,1.0,1.0,1.0,0.9433962264150944,0.8571428571428571,1.0,11.664642857142857,9.8345,2273.1785714285716,247.10714285714286
main,qwen3:4b,p3,storico_base,compromesso,12,7,0,0,5,0,0.5833333333333334,0.25,0.8333333333333334,,,,1.0,1.0,1.0,0.7368421052631579,0.4,0.9090909090909091,10.347666666666667,9.16,2429.5833333333335,184.66666666666666
main,qwen3:4b,p3,storico_base,shai_hulud_w1,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,10.2548,10.401,2646.8,176.4
main,qwen3:4b,p3,storico_base,shai_hulud_w2,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,12.869200000000001,12.554,3659.0,196.4
main,qwen3:4b,p3,storico_base,shai_hulud_w3,5,4,0,0,1,0,0.8,0.4,1.0,,,,1.0,1.0,1.0,0.8888888888888888,0.5714285714285714,1.0,12.4938,11.023,2787.0,225.2
main,qwen3:4b,p3,storico_base,benigno_popolare,20,0,0,20,0,0,,,,0.0,0.0,0.0,,,,,,,12.06775,8.6345,2944.65,179.15
main,qwen3:4b,p3,storico_base,benigno_difficile,20,0,1,19,0,0,,,,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,11.03385,10.0165,2632.1,194.85
main,qwen3:4b,p3,storico_base,pulito_accoppiato,14,0,4,10,0,0,,,,0.2857142857142857,0.07142857142857142,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9.928285714285716,7.26,2016.5714285714287,215.57142857142858
rq3,gemma3:4b,p3,storico_w1,all,9,5,1,3,0,0,1.0,1.0,1.0,0.25,0.0,0.75,0.8333333333333334,0.5,1.0,0.9090909090909091,0.6666666666666666,1.0,16.787333333333336,14.413,3134.222222222222,229.11111111111111
rq3,gemma3:4b,p3,storico_w1,shai_hulud,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,21.578200000000002,18.028,4009.2,281.8
rq3,gemma3:4b,p3,storico_w1,shai_hulud_w2,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,21.578200000000002,18.028,4009.2,281.8
rq3,gemma3:4b,p3,storico_w1,pulito_accoppiato,4,0,1,3,0,0,,,,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,10.79875,10.1345,2040.5,163.25
rq3,gemma3:4b,p3,storico_w1w2,all,10,5,2,3,0,0,1.0,1.0,1.0,0.4,0.0,0.8333333333333334,0.7142857142857143,0.3333333333333333,1.0,0.8333333333333334,0.5,1.0,15.030100000000001,14.6365,3014.8,203.4
rq3,gemma3:4b,p3,storico_w1w2,shai_hulud,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,15.958400000000001,15.337,3086.0,221.8
rq3,gemma3:4b,p3,storico_w1w2,shai_hulud_w3,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,15.958400000000001,15.337,3086.0,221.8
rq3,gemma3:4b,p3,storico_w1w2,pulito_accoppiato,5,0,2,3,0,0,,,,0.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,14.1018,13.936,2943.6,185.0
rq3,llama3.2:3b,p3,storico_w1,all,9,5,0,4,0,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11.40311111111111,12.495,2722.5555555555557,211.66666666666666
rq3,llama3.2:3b,p3,storico_w1,shai_hulud,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,14.5148,13.848,3458.4,241.6
rq3,llama3.2:3b,p3,storico_w1,shai_hulud_w2,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,14.5148,13.848,3458.4,241.6
rq3,llama3.2:3b,p3,storico_w1,pulito_accoppiato,4,0,0,4,0,0,,,,0.0,0.0,0.0,,,,,,,7.5135,7.685499999999999,1802.75,174.25
rq3,llama3.2:3b,p3,storico_w1w2,all,10,4,1,4,1,0,0.8,0.4,1.0,0.2,0.0,0.6066666666666681,0.8,0.39166666666666666,1.0,0.8,0.4,1.0,12.825399999999998,11.416,2630.3,277.6
rq3,llama3.2:3b,p3,storico_w1w2,shai_hulud,5,4,0,0,1,0,0.8,0.4,1.0,,,,1.0,1.0,1.0,0.8888888888888888,0.5714285714285714,1.0,13.424199999999999,10.933,2683.2,288.4
rq3,llama3.2:3b,p3,storico_w1w2,shai_hulud_w3,5,4,0,0,1,0,0.8,0.4,1.0,,,,1.0,1.0,1.0,0.8888888888888888,0.5714285714285714,1.0,13.424199999999999,10.933,2683.2,288.4
rq3,llama3.2:3b,p3,storico_w1w2,pulito_accoppiato,5,0,1,4,0,0,,,,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,12.226600000000001,11.899,2577.4,266.8
rq3,qwen2.5-coder:7b,p3,storico_w1,all,9,5,1,3,0,0,1.0,1.0,1.0,0.25,0.0,0.75,0.8333333333333334,0.5,1.0,0.9090909090909091,0.6666666666666666,1.0,23.984444444444442,23.728,2821.222222222222,188.66666666666666
rq3,qwen2.5-coder:7b,p3,storico_w1,shai_hulud,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,30.022199999999998,30.0,3583.2,205.2
rq3,qwen2.5-coder:7b,p3,storico_w1,shai_hulud_w2,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,30.022199999999998,30.0,3583.2,205.2
rq3,qwen2.5-coder:7b,p3,storico_w1,pulito_accoppiato,4,0,1,3,0,0,,,,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,16.43725,17.108999999999998,1868.75,168.0
rq3,qwen2.5-coder:7b,p3,storico_w1w2,all,10,4,3,2,1,0,0.8,0.3333333333333333,1.0,0.6,0.0,1.0,0.5714285714285714,0.19916666666666671,1.0,0.6666666666666666,0.25,0.9230769230769231,23.0379,21.351,2730.7,179.1
rq3,qwen2.5-coder:7b,p3,storico_w1w2,shai_hulud,5,4,0,0,1,0,0.8,0.4,1.0,,,,1.0,1.0,1.0,0.8888888888888888,0.5714285714285714,1.0,23.541199999999996,19.807,2802.4,175.4
rq3,qwen2.5-coder:7b,p3,storico_w1w2,shai_hulud_w3,5,4,0,0,1,0,0.8,0.4,1.0,,,,1.0,1.0,1.0,0.8888888888888888,0.5714285714285714,1.0,23.541199999999996,19.807,2802.4,175.4
rq3,qwen2.5-coder:7b,p3,storico_w1w2,pulito_accoppiato,5,0,3,2,0,0,,,,0.6,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.534599999999998,24.168,2659.0,182.8
rq3,qwen3:4b,p3,storico_w1,all,9,5,1,3,0,0,1.0,1.0,1.0,0.25,0.0,0.75,0.8333333333333334,0.5,1.0,0.9090909090909091,0.6666666666666666,1.0,14.860888888888887,16.199,2823.222222222222,197.44444444444446
rq3,qwen3:4b,p3,storico_w1,shai_hulud,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,18.9166,19.467,3585.2,220.0
rq3,qwen3:4b,p3,storico_w1,shai_hulud_w2,5,5,0,0,0,0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,18.9166,19.467,3585.2,220.0
rq3,qwen3:4b,p3,storico_w1,pulito_accoppiato,4,0,1,3,0,0,,,,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,9.79125,9.1665,1870.75,169.25
rq3,qwen3:4b,p3,storico_w1w2,all,10,4,2,3,1,0,0.8,0.3333333333333333,1.0,0.4,0.0,0.8571428571428571,0.6666666666666666,0.25,1.0,0.7272727272727273,0.2857142857142857,1.0,15.254399999999999,14.792000000000002,2732.7,217.6
rq3,qwen3:4b,p3,storico_w1w2,shai_hulud,5,4,0,0,1,0,0.8,0.4,1.0,,,,1.0,1.0,1.0,0.8888888888888888,0.5714285714285714,1.0,16.223000000000003,13.989,2804.4,234.8
rq3,qwen3:4b,p3,storico_w1w2,shai_hulud_w3,5,4,0,0,1,0,0.8,0.4,1.0,,,,1.0,1.0,1.0,0.8888888888888888,0.5714285714285714,1.0,16.223000000000003,13.989,2804.4,234.8
rq3,qwen3:4b,p3,storico_w1w2,pulito_accoppiato,5,0,2,3,0,0,,,,0.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,14.2858,17.449,2661.0,200.4
